011,U1S
012,U1SE
015,U1E(SC)
013,U1EU
014,U1EL
020,U2(SC)
021,U2U
022,U2L
030,U3(SC)
031,U3U
032,U3L
040,U4(SC)
041,U4U
042,U4L
050,U5(SC)
051,U5U
052,U5L
061,U6U
062,U6L
071,U7U
072,U7L
081,U8U
082,U8L
099,UNL
